Date,Open,High,Low,Close,Adj Close,Volume
2015-06-25,26.943501,27.045000,26.761499,26.761499,26.731081,26714000
2015-06-26,26.863001,26.888000,26.567499,26.584499,26.554281,42182000
2015-06-29,26.250500,26.430500,26.027000,26.076000,26.046360,38756000
2015-06-30,26.301001,26.312500,26.025000,26.025499,25.995916,44344000
2015-07-01,26.236500,26.284500,25.911501,26.091999,26.062342,39220000
2015-07-02,26.054001,26.232500,26.054001,26.170000,26.140253,24718000
2015-07-06,25.975000,26.262501,25.950001,26.143000,26.113283,25610000
2015-07-07,26.156500,26.309000,25.759001,26.250999,26.221161,31944000
2015-07-08,26.052500,26.136700,25.805500,25.841499,25.812126,25934000
2015-07-09,26.156000,26.188499,26.017500,26.034000,26.004408,36846000
2015-07-10,26.314501,26.628000,26.277500,26.506500,26.476372,39134000
2015-07-13,26.643999,27.355499,26.620001,27.327499,27.296438,44130000
2015-07-14,27.337999,28.292450,27.335501,28.055000,28.023111,64882000
2015-07-15,28.006500,28.325150,27.839500,28.011000,27.979160,35692000
2015-07-16,28.256001,29.034000,28.250000,28.992500,28.959545,95366000
2015-07-17,32.450001,33.723400,32.250000,33.646500,33.608253,223298000
2015-07-20,32.962002,33.444000,32.650501,33.151001,33.113319,117218000
2015-07-21,32.760502,33.650002,32.715000,33.115002,33.077362,67544000
2015-07-22,33.044498,33.931999,32.950001,33.105000,33.067371,78586000
2015-07-23,33.063499,33.181499,32.049999,32.214001,32.177383,60582000
2015-07-24,32.349998,32.408501,31.125999,31.177999,31.142561,72514000
2015-07-27,31.049999,31.715000,31.025000,31.363001,31.327353,53508000
2015-07-28,31.641500,31.641500,31.165501,31.400000,31.364309,34546000
2015-07-29,31.440001,31.667999,31.132500,31.596500,31.560585,31502000
2015-07-30,31.500000,31.761000,31.102501,31.629499,31.593548,29484000
2015-07-31,31.569000,31.645500,31.275000,31.280500,31.244946,34122000
2015-08-03,31.267000,31.652800,31.267000,31.560499,31.524626,26090000
2015-08-04,31.421000,31.740499,31.358000,31.462500,31.426737,29818000
2015-08-05,31.716499,32.393002,31.658001,32.188999,32.152412,46686000
2015-08-06,32.250000,32.268951,31.612499,32.133999,32.097473,31452000
2015-08-07,32.011501,32.133999,31.485500,31.764999,31.728893,28078000
2015-08-10,31.974001,32.172001,31.562450,31.686501,31.650484,36184000
2015-08-11,33.459999,33.744999,32.713501,33.039001,33.001446,100584000
2015-08-12,33.153999,33.250000,32.614498,32.978001,32.940517,58734000
2015-08-13,32.966099,33.224998,32.583050,32.822498,32.785191,36214000
2015-08-14,32.750500,32.992748,32.632999,32.855999,32.818653,21442000
2015-08-17,32.840000,33.069000,32.562000,33.043499,33.005939,21034000
2015-08-18,33.095001,33.200001,32.673000,32.806499,32.769211,29122000
2015-08-19,32.830002,33.349998,32.709499,33.044998,33.007439,42682000
2015-08-20,32.772999,33.149502,32.145000,32.341499,32.304737,57106000
2015-08-21,31.989000,32.002499,30.616501,30.624001,30.589191,85304000
2015-08-24,28.650000,29.966499,28.252501,29.480499,29.446989,115406000
2015-08-25,30.745501,30.872499,29.055500,29.103001,29.069920,70760000
2015-08-26,30.517500,31.585501,29.952499,31.431000,31.395273,84718000
2015-08-27,31.969999,32.179501,31.100000,31.880501,31.844263,69826000
2015-08-28,31.641001,31.844000,31.228001,31.518999,31.483173,39574000
2015-08-31,31.377001,31.790001,30.884001,30.912500,30.877363,43534000
2015-09-01,30.118000,30.643000,29.705000,29.889500,29.855526,74042000
2015-09-02,30.279499,30.716999,29.985500,30.716999,30.682085,51512000
2015-09-03,30.850000,30.985500,30.141050,30.312500,30.278046,35192000
2015-09-04,30.000000,30.173500,29.762501,30.035000,30.000860,41780000
2015-09-08,30.624500,30.815500,30.205999,30.733000,30.698067,45590000
2015-09-09,31.061001,31.326000,30.480000,30.636000,30.601177,34042000
2015-09-10,30.655001,31.208000,30.571501,31.067499,31.032187,38106000
2015-09-11,30.987499,31.289000,30.871000,31.288500,31.252935,27470000
2015-09-14,31.285000,31.292999,30.971500,31.162001,31.126579,34046000
2015-09-15,31.334999,31.934999,31.188999,31.757000,31.720903,41688000
2015-09-16,31.773500,31.897499,31.615999,31.799000,31.762856,25730000
2015-09-17,31.889500,32.544998,31.750999,32.145000,32.108463,45494000
2015-09-18,31.839500,32.000000,31.351000,31.462500,31.426737,102668000
2015-09-21,31.719999,31.824499,31.297001,31.771999,31.735886,35770000
2015-09-22,31.350000,31.377501,30.771500,31.134501,31.099112,51258000
2015-09-23,31.102501,31.446501,31.000000,31.118000,31.082630,29418000
2015-09-24,30.832001,31.365999,30.620001,31.290001,31.254435,44802000
2015-09-25,31.488501,31.488501,30.549999,30.598499,30.563719,43480000
2015-09-28,30.517000,30.730249,29.469000,29.744499,29.710690,62554000
2015-09-29,29.864000,30.250000,29.511000,29.748501,29.714687,46190000
2015-09-30,30.164000,30.438000,30.036501,30.421000,30.386421,48268000
2015-10-01,30.418501,30.604500,29.992500,30.564501,30.529758,37352000
2015-10-02,30.360001,31.367001,30.156500,31.345501,31.309872,53696000
2015-10-05,31.600000,32.150501,31.350000,32.073502,32.037045,36072000
2015-10-06,31.941999,32.462502,31.826500,32.271999,32.235317,43326000
2015-10-07,32.462002,32.530449,31.607500,32.118000,32.081493,41854000
2015-10-08,32.068001,32.222500,31.278000,31.958000,31.921675,43642000
2015-10-09,32.000000,32.299500,31.765900,32.180500,32.143921,32974000
2015-10-12,32.104500,32.424999,31.950500,32.333500,32.296749,25504000
2015-10-13,32.157501,32.890598,32.157501,32.615002,32.577930,36154000
2015-10-14,32.660500,32.969501,32.442501,32.557999,32.520992,28310000
2015-10-15,32.733002,33.156502,32.723000,33.087002,33.049393,37714000
2015-10-16,33.205502,33.248501,32.860001,33.110001,33.072365,32222000
2015-10-19,33.058998,33.341000,32.979000,33.305000,33.267143,29546000
2015-10-20,33.202000,33.236000,32.209751,32.514000,32.477043,49964000
2015-10-21,32.707500,32.793499,32.086498,32.130501,32.093979,35822000
2015-10-22,32.334999,32.889999,32.200500,32.589500,32.552456,81420000
2015-10-23,36.375000,36.500000,35.075001,35.099998,35.060101,133078000
2015-10-26,35.077499,35.957500,35.063000,35.639000,35.598492,54332000
2015-10-27,35.368999,35.681000,35.227501,35.424500,35.384235,44916000
2015-10-28,35.366501,35.648998,35.153999,35.647499,35.606979,43578000
2015-10-29,35.525002,35.912998,35.500500,35.846001,35.805256,29120000
2015-10-30,35.786499,35.900002,35.502499,35.540501,35.500103,38176000
2015-11-02,35.553001,36.081001,35.292500,36.055500,36.014519,37726000
2015-11-03,35.943001,36.232498,35.736000,36.108002,36.066959,31308000
2015-11-04,36.099998,36.654999,36.095001,36.405499,36.364117,34134000
2015-11-05,36.473499,36.973999,36.473499,36.562500,36.520943,37232000
2015-11-06,36.575001,36.770500,36.350498,36.688000,36.646297,30232000
2015-11-09,36.509998,36.735500,35.971500,36.244499,36.203300,41396000
2015-11-10,36.220001,36.529499,35.924999,36.416000,36.374607,32160000
2015-11-11,36.623001,37.049999,36.511501,36.770000,36.728207,27328000
2015-11-12,36.549999,36.889999,36.432251,36.561501,36.519943,36744000
2015-11-13,36.458500,36.557499,35.836498,35.849998,35.809250,41510000
2015-11-16,35.779999,36.474499,35.566502,36.448002,36.406574,38118000
2015-11-17,36.464500,36.592251,36.151348,36.264999,36.223778,30218000
2015-11-18,36.379002,37.070499,36.349998,37.000000,36.957943,33686000
2015-11-19,36.937000,37.099998,36.871498,36.920502,36.878536,26542000
2015-11-20,37.326500,37.896000,37.150002,37.830002,37.787003,44246000
2015-11-23,37.872501,38.135399,37.591000,37.799000,37.756035,28290000
2015-11-24,37.599998,37.763950,36.881500,37.414001,37.371475,46662000
2015-11-25,37.407001,37.599998,37.303001,37.407501,37.364983,22442000
2015-11-27,37.423000,37.670502,37.374500,37.513000,37.470360,16770000
2015-11-30,37.440498,37.746498,37.063499,37.130001,37.087795,41952000
2015-12-01,37.355499,38.447498,37.334999,38.352001,38.308407,42692000
2015-12-02,38.445000,38.797749,37.948002,38.118999,38.075672,44608000
2015-12-03,38.300499,38.449749,37.281502,37.626999,37.584229,51812000
2015-12-04,37.654999,38.424500,37.500000,38.340500,38.296921,55146000
2015-12-07,38.388500,38.436501,37.754501,38.162498,38.119122,36246000
2015-12-08,37.894501,38.240002,37.709999,38.118500,38.075172,36590000
2015-12-09,37.958500,38.211498,36.850052,37.580502,37.537785,54000000
2015-12-10,37.642502,37.792500,37.191502,37.473000,37.430405,39768000
2015-12-11,37.057999,37.285500,36.837502,36.943501,36.901508,44488000
2015-12-14,37.089500,37.436501,36.208500,37.388500,37.346001,48250000
2015-12-15,37.650002,37.903999,37.150501,37.169998,37.127750,53324000
2015-12-16,37.500000,38.029499,36.971748,37.904499,37.861416,39866000
2015-12-17,38.120998,38.133999,37.450001,37.471500,37.428909,31068000
2015-12-18,37.325500,37.706501,36.907501,36.965500,36.923481,62974000
2015-12-21,37.306499,37.500000,37.000000,37.388500,37.346001,30514000
2015-12-22,37.582500,37.742500,37.276501,37.500000,37.457375,27308000
2015-12-23,37.673500,37.710499,37.200001,37.515499,37.472858,31318000
2015-12-24,37.477501,37.567501,37.331001,37.419998,37.377464,10544000
2015-12-28,37.646000,38.149502,37.476002,38.125500,38.082165,30306000
2015-12-29,38.334499,38.999001,38.321499,38.830002,38.785866,35300000
2015-12-30,38.830002,38.880001,38.345001,38.549999,38.506180,25866000
2015-12-31,38.474998,38.474998,37.917000,37.944000,37.900871,30018000
2016-01-04,37.150002,37.202999,36.562901,37.091999,37.049839,65456000
2016-01-05,37.322498,37.599998,36.931999,37.129002,37.086800,39014000
2016-01-06,36.500000,37.359001,36.445999,37.181000,37.138737,38940000
2016-01-07,36.515499,36.924999,35.952999,36.319500,36.278217,59274000
2016-01-08,36.572498,36.661499,35.650002,35.723499,35.682896,49018000
2016-01-11,35.830502,35.942749,35.176998,35.801498,35.760803,41812000
2016-01-12,36.084000,36.437500,35.865849,36.303501,36.262238,40490000
2016-01-13,36.542500,36.737000,34.930500,35.028000,34.988186,50034000
2016-01-14,35.269001,36.096249,34.455002,35.736000,35.695381,44516000
2016-01-15,34.614498,35.337002,34.268501,34.722500,34.683033,72162000
2016-01-19,35.165001,35.499001,34.670502,35.089500,35.049614,45362000
2016-01-20,34.430500,35.342499,33.662998,34.922501,34.882805,68900000
2016-01-21,35.109001,35.959499,34.723000,35.329498,35.289341,48244000
2016-01-22,36.180000,36.406502,36.006050,36.262501,36.221283,40236000
2016-01-25,36.179001,36.484001,35.500500,35.583500,35.543053,34234000
2016-01-26,35.692501,35.914001,35.324001,35.652000,35.611477,26634000
2016-01-27,35.683498,35.911751,34.719501,34.999500,34.959717,43884000
2016-01-28,36.111000,36.684502,35.617500,36.548000,36.506458,53528000
2016-01-29,36.576500,37.249500,36.340000,37.147499,37.105274,69486000
2016-02-01,37.522999,37.893002,37.163502,37.599998,37.557259,102784000
2016-02-02,39.224998,39.493500,38.232498,38.232498,38.189041,126962000
2016-02-03,38.511002,38.724998,36.025002,36.347500,36.306187,123420000
2016-02-04,36.140499,36.349998,35.092999,35.400501,35.360264,103374000
2016-02-05,35.193501,35.199501,34.007500,34.178501,34.139652,102114000
2016-02-08,33.392502,34.201500,33.153000,34.137001,34.098198,84948000
2016-02-09,33.616001,34.994999,33.438499,33.905499,33.866959,72178000
2016-02-10,34.342999,35.065498,34.106499,34.206001,34.167122,52760000
2016-02-11,33.750000,34.467499,33.443401,34.155499,34.116676,60480000
2016-02-12,34.513000,34.687500,33.930000,34.119999,34.081215,42828000
2016-02-16,34.648998,34.900002,34.252499,34.549999,34.510727,50400000
2016-02-17,34.904499,35.487499,34.569000,35.419998,35.379738,49852000
2016-02-18,35.500000,35.617500,34.801498,34.867500,34.827869,37664000
2016-02-19,34.751499,35.154049,34.702499,35.045502,35.005669,31786000
2016-02-22,35.372501,35.661999,35.125500,35.323002,35.282852,38996000
2016-02-23,35.072498,35.419998,34.679001,34.792500,34.752953,40186000
2016-02-24,34.445999,35.000000,34.039001,34.978001,34.938244,39272000
2016-02-25,35.000500,35.299000,34.529251,35.287498,35.247387,32844000
2016-02-26,35.429001,35.671501,35.042999,35.253502,35.213432,44870000
2016-02-29,35.015999,35.544498,34.883999,34.888500,34.848843,49622000
2016-03-01,35.181000,35.940498,34.988499,35.940498,35.899647,43028000
2016-03-02,35.950001,36.000000,35.599998,35.942501,35.901646,32580000
2016-03-03,35.933998,35.972500,35.300999,35.620998,35.580509,39160000
2016-03-04,35.749500,35.824501,35.300999,35.544498,35.504097,39442000
2016-03-07,35.345001,35.404549,34.345001,34.757999,34.718491,59702000
2016-03-08,34.429501,35.189499,34.266998,34.698502,34.659061,41526000
2016-03-09,34.923500,35.284000,34.700001,35.262001,35.221920,28430000
2016-03-10,35.405998,35.821999,35.167999,35.640999,35.600487,56670000
2016-03-11,36.000000,36.346001,35.856251,36.341000,36.299694,39416000
2016-03-14,36.340500,36.775002,36.257500,36.524502,36.482986,34366000
2016-03-15,36.346001,36.614498,36.238499,36.416500,36.375107,34420000
2016-03-16,36.318501,36.873501,36.225498,36.804501,36.762665,32488000
2016-03-17,36.822498,37.153500,36.799999,36.889000,36.847069,37216000
2016-03-18,37.092999,37.099998,36.591499,36.880001,36.838081,59614000
2016-03-21,36.825001,37.125000,36.675800,37.104500,37.062325,36730000
2016-03-22,36.873001,37.250000,36.873001,37.037498,36.995399,25394000
2016-03-23,37.118000,37.285999,36.807499,36.903000,36.861053,28642000
2016-03-24,36.600498,36.887348,36.549999,36.764999,36.723209,31898000
2016-03-28,36.839500,36.949501,36.625000,36.676498,36.634811,26026000
2016-03-29,36.729500,37.362499,36.438000,37.238499,37.196171,38076000
2016-03-30,37.505001,37.894001,37.437000,37.526501,37.483845,35648000
2016-03-31,37.462502,37.542500,37.047001,37.247501,37.205162,34376000
2016-04-01,36.930000,37.516998,36.849998,37.495499,37.452881,31534000
2016-04-04,37.502998,37.639999,37.121498,37.264500,37.222141,22684000
2016-04-05,36.900002,37.139999,36.768501,36.889999,36.848068,22646000
2016-04-06,36.788502,37.312000,36.778000,37.284500,37.242119,21074000
2016-04-07,37.268501,37.349998,36.813999,37.014000,36.971928,29064000
2016-04-08,37.198502,37.272499,36.777500,36.957500,36.915493,25816000
2016-04-11,37.151001,37.250000,36.802502,36.805000,36.763165,24402000
2016-04-12,36.900002,37.191502,36.550499,37.154499,37.112267,27060000
2016-04-13,37.458000,37.719002,37.213051,37.585999,37.543278,34142000
2016-04-14,37.700500,37.865501,37.635250,37.660000,37.617191,22706000
2016-04-15,37.699001,38.049999,37.634701,37.950001,37.906864,36186000
2016-04-18,38.022999,38.402500,37.865002,38.330502,38.286934,31176000
2016-04-19,38.475498,38.494999,37.466499,37.696499,37.653652,40610000
2016-04-20,37.900002,37.906601,37.500500,37.633499,37.590721,30584000
2016-04-21,37.769001,38.022499,37.477501,37.957001,37.913857,61210000
2016-04-22,36.314999,36.806000,35.680500,35.938499,35.897648,119038000
2016-04-25,35.805000,36.196499,35.779499,36.157501,36.116402,39184000
2016-04-26,36.271000,36.288300,35.151299,35.407001,35.366756,54892000
2016-04-27,35.364498,35.449001,34.618252,35.292000,35.251884,61972000
2016-04-28,35.412998,35.708500,34.477501,34.550999,34.511726,57346000
2016-04-29,34.535000,34.881001,34.450001,34.650501,34.611115,49754000
2016-05-02,34.881500,35.032001,34.549999,34.910500,34.870819,32906000
2016-05-03,34.843498,34.891998,34.599998,34.618000,34.578651,30876000
2016-05-04,34.524502,34.987499,34.450500,34.785000,34.745461,33870000
2016-05-05,34.884998,35.116001,34.785999,35.071499,35.031635,33670000
2016-05-06,34.918999,35.592999,34.905350,35.556000,35.515583,36586000
2016-05-09,35.599998,35.935501,35.500000,35.645000,35.604485,30206000
2016-05-10,35.837502,36.174999,35.785999,36.159000,36.117901,31392000
2016-05-11,36.170502,36.223999,35.639999,35.764500,35.723846,33842000
2016-05-12,35.853001,35.962502,35.450001,35.665501,35.624962,27214000
2016-05-13,35.596500,35.833099,35.463001,35.541500,35.501102,26290000
2016-05-16,35.456501,35.924000,35.282501,35.824501,35.783779,26342000
2016-05-17,35.799500,36.076000,35.205502,35.311501,35.271362,40024000
2016-05-18,35.183498,35.580002,35.031502,35.331501,35.291340,35336000
2016-05-19,35.118000,35.299999,34.840000,35.015999,34.976196,33404000
2016-05-20,35.081001,35.729000,35.026001,35.487000,35.446663,36568000
2016-05-23,35.326500,35.573898,35.209000,35.212002,35.171978,26614000
2016-05-24,35.342999,36.048500,35.342999,36.004501,35.963577,38590000
2016-05-25,36.037998,36.375500,35.985249,36.263500,36.222282,32584000
2016-05-26,36.143501,36.416500,36.014000,36.206001,36.164848,31526000
2016-05-27,36.200500,36.696800,36.200001,36.632999,36.591362,39500000
2016-05-31,36.587002,36.986500,36.563000,36.785999,36.744186,42590000
2016-06-01,36.726501,36.860500,36.533001,36.707500,36.665775,25072000
2016-06-02,36.625000,36.651001,36.208500,36.520000,36.478489,26836000
2016-06-03,36.463501,36.474499,36.028000,36.117001,36.075947,24526000
2016-06-06,36.245499,36.245499,35.730499,35.827499,35.786777,31306000
2016-06-07,35.992001,36.098999,35.827499,35.832500,35.791771,26724000
2016-06-08,36.198002,36.428501,36.028999,36.414001,36.372612,31674000
2016-06-09,36.143501,36.477001,36.116798,36.429001,36.387592,19778000
2016-06-10,35.973499,36.294498,35.821499,35.970501,35.929615,24328000
2016-06-13,35.825500,36.271999,35.825500,35.917999,35.877174,25178000
2016-06-14,35.824001,36.123501,35.655998,35.913502,35.872681,26122000
2016-06-15,35.950001,36.148998,35.865501,35.945999,35.905140,24290000
2016-06-16,35.745499,35.832500,35.162998,35.518002,35.477631,39650000
2016-06-17,35.432499,35.441002,34.422600,34.585999,34.546684,68048000
2016-06-20,34.938499,35.124001,34.670502,34.685501,34.646076,41650000
2016-06-21,34.919998,35.138500,34.600498,34.797001,34.757450,29312000
2016-06-22,34.952999,35.042999,34.654099,34.873001,34.833363,23686000
2016-06-23,34.872501,35.097500,34.349998,35.093498,35.053608,43428000
2016-06-24,33.758499,34.470001,33.672501,33.761002,33.722626,88980000
2016-06-27,33.549999,33.615002,33.164200,33.412998,33.375019,52580000
2016-06-28,33.948502,34.016499,33.650002,34.001999,33.963348,43476000
